item	subtype	subsubtype	optionality	response
Valve	Ball valve	-	"body: F
handle: F
ball: F
seats: F
stem: F
bonnet: F"	"1. body: brass, stainless steel, plastic, or carbon steel
2. handle: metal or plastic
3. ball: stainless steel, brass, plastic, or ceramic
4. seats: PTFE, TFE, or plastic
5. stem: stainless steel or brass
6. bonnet: brass, stainless steel, or plastic"
Valve	Gate valve	-	"body: F
bonnet: F
stem: F
gate: F
seats: F
handwheel: F"	"1. body: brass, bronze, cast iron, or stainless steel
2. bonnet: brass, bronze, cast iron, or stainless steel
3. stem: stainless steel or brass
4. gate: brass, bronze, cast iron, or stainless steel
5. seats: plastic, stainless steel, or brass
6. handwheel: cast iron or plastic"
Valve	Globe valve	-	"body: F
bonnet: F
stem: F
plug or disc: F
seat: F
handwheel: F"	"1. body: brass, bronze, cast iron, stainless steel, or plastic
2. bonnet: brass, bronze, cast iron, stainless steel, or plastic
3. stem: stainless steel or brass
4. plug or disc: brass, bronze, stainless steel, or plastic
5. seat: brass, bronze, stainless steel, or plastic
6. handwheel: metal or plastic"
Valve	Butterfly valve	-	"body: F
disc: F
stem: F
handle or gear: F
seat: F"	"1. body: cast iron, ductile iron, stainless steel, carbon steel, aluminum, and/or plastic
2. disc: stainless steel, carbon steel, ductile iron, aluminum bronze, or thermoplastic
3. stem: stainless steel, carbon steel, or aluminum bronze
4. handle or gear: metal or plastic
5. seat: rubber, PTFE (polytetrafluoroethylene), or metal"
Valve	Check valve	-	"body: F
cover: F
disc or ball: F
hinge pin: T
seat: F"	"1. body: metal or plastic
2. cover: metal or plastic
3. disc or ball: metal, plastic, or rubber
4. hinge pin: metal
5. seat: plastic or metal"
Valve	Diaphragm valve	-	"body: F
diaphragm: F
bonnet: F
handle or actuator: F
stem: F"	"1. body: metal or plastic
2. diaphragm: rubber or synthetic rubber
3. bonnet: metal
4. handle or actuator: metal or plastic
5. stem: metal"
Valve	Plug valve	-	"body: F
plug: F
cover or bonnet: F
handle or actuator: F
seat: F"	"1. body: metal or plastic
2. plug: metal or plastic
3. cover or bonnet: metal or plastic
4. handle or actuator: metal or plastic
5. seat: metal, plastic, or rubber"
Van	Cargo van	-	"chassis: F
body: F
cargo area: F
engine: F
driver compartment: F
wheels: F"	"1. chassis: steel or aluminum
2. body: steel, aluminum, and/or fiberglass
3. cargo area: steel, aluminum, and/or wood
4. engine: metal alloys, plastics, and rubber
5. driver compartment: plastics, metal, fabrics, and leather
6. wheels: rubber and metal alloys"
Van	Passenger van	-	"chassis: F
body: F
multiple seating rows: F
engine: F
driver compartment: F
wheels: F"	"1. chassis: steel or aluminum
2. body: steel, aluminum, and/or plastic
3. multiple seating rows: fabric, leather, and/or vinyl
4. engine: metals, plastics, and electronics
5. driver compartment: plastics, metals, fabric, and electronics
6. wheels: steel or aluminum and rubber"
Van	Minivan	-	"chassis: F
body: F
engine: F
wheels: F
seating for at least 5: F
sliding side doors: T"	"1. chassis: steel and/or aluminum
2. body: steel, aluminum, and/or plastic
3. engine: metal, ceramics, and various alloys
4. wheels: rubber and metal
5. seating for at least 5: fabric, leather, and foam
6. sliding side doors: steel, aluminum, and/or plastic"
Van	Conversion van	-	"chassis: F
body: F
custom interior features: F
engine: F
wheels: F"	"1. chassis: steel
2. body: steel or aluminum
3. custom interior features: wood, plastic, metal, and/or fabric
4. engine: metal, electronics, and rubber
5. wheels: rubber and metal"
Van	Campervan	-	"chassis: F
body: F
bed: F
engine: F
wheels: F
internal living amenities: F"	"1. chassis: steel or aluminum
2. body: fiberglass, steel, or aluminum
3. bed: wood, foam, and fabric
4. engine: metals, plastics, and rubber
5. wheels: rubber and steel or aluminum
6. internal living amenities: wood, metal, plastics, fabric, and electronics"
Van	Panel van	-	"chassis: F
body: F
engine: F
wheels: F
cargo space without side windows: F"	"1. chassis: steel or aluminum
2. body: steel, aluminum, and/or fiberglass
3. engine: steel, aluminum, iron, and plastics
4. wheels: steel or aluminum and rubber
5. cargo space without side windows: steel, aluminum, and/or fiberglass"
Vaporizer (inhalation device)	-	-	"body: F
heating element: F
mouthpiece: F
power source: F
control interface: F"	"1. body: metal, plastic, and/or ceramic
2. heating element: ceramics and/or metal
3. mouthpiece: plastic, glass, and/or metal
4. power source: electronics
5. control interface: electronics and plastic"
Varsity letter	-	-	-: F	felt and/or chenille
Vase	-	-	"body: F
opening: F
base: F"	"1. body: ceramic, glass, metal, or plastic
2. opening: ceramic, glass, metal, or plastic
3. base: ceramic, glass, metal, or plastic"
Vehicle	Bicycle	-	"frame: F
wheels: F
seat: F
handlebars: F
pedals: F
drivetrain: F"	"1. frame: steel, aluminum, carbon fiber, and/or titanium
2. wheels: rubber, steel, aluminum, and/or carbon fiber
3. seat: leather, synthetic fabrics, and foam
4. handlebars: steel, aluminum, or carbon fiber
5. pedals: metal, and/or plastic
6. drivetrain: metal"
Vehicle	Car	-	"chassis: F
wheels: F
engine: F
transmission: F
body: F
seats: F
steering wheel: F"	"1. chassis: steel or aluminum
2. wheels: rubber, metal, and/or plastics
3. engine: metal, electronics, and plastics
4. transmission: metal and electronics
5. body: steel, aluminum, and/or plastics
6. seats: fabric, leather, foam, and/or plastics
7. steering wheel: metal, leather, and plastics"
Vehicle	Train	-	"locomotive engine: F
carriages: F
wheels: F
seats: T
control room: F"	"1. locomotive engine: steel, aluminum, and electronics
2. carriages: steel, aluminum, and composites
3. wheels: steel
4. seats: fabric, leather, and foam
5. control room: steel, aluminum, plastics, and electronics"
Vehicle	Ship	-	"hull: F
deck: F
cabins: F
engine room: F
bridge: F"	"1. hull: steel or aluminum
2. deck: steel, wood, or fiberglass
3. cabins: wood, plastic, steel, and textiles
4. engine room: steel, aluminum, electronics, and rubber
5. bridge: steel, electronic components, glass, and plastics"
Vehicle	Aircraft	-	"fuselage: F
wings: F
engine: F
landing gear: F
tail: F
cockpit: F"	"1. fuselage: aluminum, titanium, and/or composites
2. wings: aluminum, titanium, and/or composites
3. engine: titanium, steel, and composites
4. landing gear: steel and titanium
5. tail: aluminum, titanium, and/or composites
6. cockpit: aluminum, composites, and glass"
Vehicle	Motorcycle	-	"frame: F
wheels: F
engine: F
seat: F
handlebars: F
fuel tank: F"	"1. frame: steel or aluminum
2. wheels: rubber and metal
3. engine: metals, plastics, and electronics
4. seat: leather or synthetic fabric and foam
5. handlebars: metal
6. fuel tank: plastic or metal"
Vehicle	Truck	-	"chassis: F
wheels: F
engine: F
transmission: F
cabin: F
cargo area: F"	"1. chassis: steel or aluminum
2. wheels: steel and rubber
3. engine: cast iron and aluminum
4. transmission: steel and aluminum
5. cabin: steel, aluminum, plastics, and textiles
6. cargo area: steel and aluminum"
Vehicle horn	Electric horn	-	"body: F
diaphragm: F
electromagnetic coil: F
switch: F"	"1. body: metal or plastic
2. diaphragm: metal
3. electromagnetic coil: copper wire and metal
4. switch: plastic and metal"
Vehicle horn	Air horn	-	"body: F
air chamber: F
valve: F
switch: F
horn bell: F"	"1. body: metal or plastic
2. air chamber: metal
3. valve: metal
4. switch: plastic
5. horn bell: metal"
Vehicle horn	Bulb horn	-	"body: F
reed: F
bulb: F"	"1. body: metal or plastic
2. reed: metal
3. bulb: rubber"
Vehicle registration plate	-	-	"plate_body: F
characters: F"	"1. plate_body: aluminum or plastic
2. characters: paint or reflective sheeting"
Veil	-	-	-: F	cotton, silk, nylon, or polyester
Vending machine	Snack vending machine	-	"casing: F
shelves: F
coils or spirals: F
selection keypad: F
money or card reader: F
display window: F
delivery bin: F"	"1. casing: metal and/or plastic
2. shelves: metal
3. coils or spirals: metal
4. selection keypad: plastics and electronics
5. money or card reader: metals, plastics, and electronics
6. display window: glass or plastic
7. delivery bin: metal and/or plastic"
Vending machine	Beverage vending machine	-	"casing: F
cooling unit: F
bottle or can dispensers: F
selection keypad: F
money or card reader: F
delivery bin: F"	"1. casing: metal and/or plastic
2. cooling unit: metal, plastic, and electronics
3. bottle or can dispensers: metal and/or plastic
4. selection keypad: plastic and electronics
5. money or card reader: metal, plastic, and electronics
6. delivery bin: metal and/or plastic"
Vending machine	Combination vending machine	-	"casing: F
shelves: F
coils or spirals: F
bottle or can dispensers: F
cooling unit: F
selection keypad: F
money or card reader: F
display window: F
delivery bin: F"	"1. casing: metal or plastic
2. shelves: metal
3. coils or spirals: metal
4. bottle or can dispensers: metal and/or plastic
5. cooling unit: metal, plastic, and electronics
6. selection keypad: plastic and/or metal
7. money or card reader: plastic, metal, and electronics
8. display window: glass or plastic
9. delivery bin: metal or plastic"
Vending machine	Specialty vending machine	-	"casing: F
specialized product holders: F
selection keypad: F
money or card reader: F
delivery chute or area: F"	"1. casing: metal and/or plastic
2. specialized product holders: metal or plastic
3. selection keypad: plastic and electronics
4. money or card reader: metal, plastic, and electronics
5. delivery chute or area: metal or plastic"
Vending machine	Bulk vending machine	-	"casing: F
product containers: F
rotary dispensers: F
coin slot: F"	"1. casing: metal and/or plastic
2. product containers: plastic and/or glass
3. rotary dispensers: metal and/or plastic
4. coin slot: metal"
Ventilation shaft	-	-	"ducting: F
flanges: F
supports: F
fasteners: F"	"1. ducting: metal or plastic
2. flanges: metal
3. supports: metal
4. fasteners: metal"
Ventilator	Intensive care unit (ICU) ventilator	-	"power supply: F
user interface: F
inspiratory valve: F
expiratory valve: F
flow sensor: F
pressure sensor: F
tubing setup: F
humidifier: T"	"1. power supply: electronics, metal, and plastic
2. user interface: electronics, metal, and plastic
3. inspiratory valve: plastic and/or metal
4. expiratory valve: plastic and/or metal
5. flow sensor: electronics, plastic, and/or metal
6. pressure sensor: electronics, plastic, and/or metal
7. tubing setup: plastic and/or silicone
8. humidifier: metal, plastic, and ceramics"
Ventilator	Portable ventilator	-	"power supply: F
user interface: F
valves: F
sensors: F
tubing setup: F
battery: F"	"1. power supply: electronics, metal, and plastics
2. user interface: electronics, plastics, and glass
3. valves: plastics or metal
4. sensors: electronics and metals
5. tubing setup: silicone or PVC
6. battery: lithium, metal, and plastics"
Ventilator	Non-invasive ventilator	-	"power supply: F
user interface: F
blower: F
mask or nasal interface: F
pressure sensor: F
flow sensor: F
tubing: F"	"1. power supply: electronics, metal, and/or plastics
2. user interface: electronics, metal, and plastics
3. blower: electronics, metal, and plastics
4. mask or nasal interface: silicone or plastic
5. pressure sensor: electronics and metal
6. flow sensor: electronics and metal
7. tubing: rubber or plastic"
Ventilator	High-frequency oscillatory ventilator	-	"power supply: F
user interface: F
oscillator pump: F
pressure sensor: F
flow sensor: F
tubing setup: F
humidifier: T"	"1. power supply: electronics, metal, and plastics
2. user interface: electronics, metal, and plastics
3. oscillator pump: electronics, metal, and plastics
4. pressure sensor: electronics, metal, and plastics
5. flow sensor: electronics, metal, and plastics
6. tubing setup: plastic or silicone rubber
7. humidifier: metal, plastic, and ceramics"
Vial	-	-	"body: F
closure: F
stopper: T"	"1. body: glass or plastic
2. closure: metal or plastic
3. stopper: rubber or plastic"
Video projector	DLP projector	-	"light source: F
color wheel: F
DMD chip: F
lens: F"	"1. light source: metal-halide lamp, LED, or laser
2. color wheel: plastic and/or glass
3. DMD chip: electronics
4. lens: plastic or glass"
Video projector	LCD projector	-	"light source: F
LCD panels: F
prism: F
lens: F"	"1. light source: metal halide, ultra-high-pressure mercury vapor, LED, or laser
2. LCD panels: glass and electronics
3. prism: glass
4. lens: plastic or glass"
Video projector	LCoS projector	-	"light source: F
LCoS panels: F
prism: F
lens: F"	"1. light source: metal, glass, and electronics
2. LCoS panels: electronics and glass
3. prism: glass
4. lens: plastic or glass"
Videodisc	CD-Video	-	"polycarbonate layer: F
reflective metal layer: F
label: F"	"1. polycarbonate layer: polycarbonate
2. reflective metal layer: aluminum or gold
3. label: paper or plastic"
Videodisc	Digital Versatile Disc	-	"polycarbonate layer: F
reflective metal layers: F
spacer layer: T
label: F"	"1. polycarbonate layer: polycarbonate
2. reflective metal layers: aluminum or gold
3. spacer layer: plastic
4. label: ink and paper"
Videodisc	Blu-ray Disc	-	"polycarbonate layer: F
reflective metal layer: F
hard coating layer: F
label: F"	"1. polycarbonate layer: polycarbonate
2. reflective metal layer: aluminum
3. hard coating layer: lacquer or ultraviolet-cured coating
4. label: ink"
Videodisc	Universal Media Disc	-	"polycarbonate layer: F
reflective metal layer: F
cartridge casing: F
label: F"	"1. polycarbonate layer: polycarbonate
2. reflective metal layer: aluminum
3. cartridge casing: plastic
4. label: paper"
Videodisc	LaserDisc	-	"polycarbonate layer: F
reflective metal layers: F
label: F"	"1. polycarbonate layer: polycarbonate
2. reflective metal layers: aluminum and/or gold
3. label: paper or plastic"
Videodisc	HD DVD	-	"polycarbonate layer: F
reflective metal layer: F
spacer layer: T
label: F"	"1. polycarbonate layer: polycarbonate
2. reflective metal layer: aluminum or silver alloy
3. spacer layer: polycarbonate
4. label: ink and paper or plastic"
Videotape	-	-	"shell: F
spools: F
magnetic tape: F"	"1. shell: plastic
2. spools: plastic
3. magnetic tape: polyester and ferric oxide"
Viewfinder	Optical viewfinder	-	"lens: F
housing: F
eyepiece: F"	"1. lens: glass
2. housing: metal or plastic
3. eyepiece: rubber or plastic"
Viewfinder	Electronic viewfinder	-	"display screen: F
housing: F
eyepiece: F
internal mechanism: F"	"1. display screen: glass and electronics
2. housing: metal or plastic
3. eyepiece: rubber or plastic
4. internal mechanism: electronics and/or metal"
Viewfinder	LCD viewfinder	-	"display screen: F
housing: F
internal mechanism: F"	"1. display screen: glass and electronics
2. housing: plastic or metal
3. internal mechanism: electronics and metal"
Villa	Roman villa	Villa urbana	"walls: F
roof: F
rooms: F
atrium: F
peristyle: T"	"1. walls: stone, brick, and/or concrete
2. roof: terracotta tiles, stone, concrete, and/or wood
3. rooms: stone, brick, wood, and/or plaster
4. atrium: stone, brick, and/or marble
5. peristyle: stone, brick, marble, and/or concrete"
Villa	Roman villa	Villa rustica	"walls: F
roof: F
rooms: F
agricultural outbuildings: F"	"1. walls: stone or brick
2. roof: tile or thatch
3. rooms: stone, brick, wood, and plaster
4. agricultural outbuildings: wood or stone"
Villa	Roman villa	Villa maritima	"walls: F
roof: F
rooms: F"	"1. walls: stone or brick
2. roof: tile or shingles
3. rooms: wood, stone, brick, and drywall"
Villa	Renaissance villa	-	"walls: F
roof: F
architectural ornamentation: F
rooms: F
courtyard: F"	"1. walls: stone and/or brick
2. roof: clay tiles or terracotta tiles
3. architectural ornamentation: stone, stucco, marble, and/or wood
4. rooms: plaster, wood, and stone
5. courtyard: stone, brick, and landscaping materials"
